Restaurant,description
Fable,"I heard the name was inspired by the concept ""FARM TO TABLE"". However,  I felt the name misrepresented the style of cooking.  They did a great job on plating, but the flavor of the ingredients did not come through.  The restaurant is trendy, but not worth 4.5 rating. Grub on Main St and Kits Daily Kitchen are better restaurants."
Fable,"When I woke up on a Saturday morning during Halloween weekend, it was raining. If you have ever been to this city before, you know that 'sunny', 'winter' and 'Vancouver' are rarely included in the same sentence unless 'not' is also present. I actually suspect most babies to be born with an umbrella in one hand. Therefore, the fact that it was raining was not a surprise to me but this particular morning was different: at 11am, I was to leave the house to go to Fable for a family-style restaurant with the Vancouver's Brunch Club.

What is a family-style brunch? Just for us, The owner had created a special brunch by fixing a price for trying out a little bit of everything. There was 18 of us and plenty of food to go around. We were served small portions of everything on the menu. Usually, I don't go to events where food is shared because as a pescatarian, I am limited by what I can eat and I don't want to force people to order meatless dishes, however, this brunch was at 95% meatless.

We were served small portions of:
- Salad
- scrambled eggs
If you like your scrambled eggs gooey, creamy and cheesy, then you better go to Fable as soon as possible. The cook used parmesan in his scrambled eggs and it was succulent. I happen to like my scrambled eggs that way. :)
- rosti with chive cream (potato flakes)
- eggs benedicts
I only had the smoked salmon and the halibut, but not the ham egg benedict. It was my first time trying a halibut egg benedict and I have to admit it was different, but still excellent. Fish had a bit of a creamy texture that I liked a lot.
- French toast
It was my first time being served a French toast not made from a toast. The dish was actually made with a warm piece of what looked like sponge cake with whipped cream and fruits berries. It was excellent. I am officially hooked on those French toasts.
- a piece of toast with homemade strawberry jam
The strawberry jam was not very sweet, but the bread was crispy and warm. Very nice!

At 11h30, the place was packed and I usually find it to be a good indicator of how good the food is. As a result however, our waitress seemed a bit overwhelmed and made a lot of mistakes like billing errors. Either way, this did not change my opinion that the food at Fable is excellent and I would definitely go back, especially for the French Toast.

Each category is out of 5.
Food: 5/5
I am definitely going back for those French Toasts.

Service: 3/5
I took out some points because of the waitress, but it might have been a one-time thing.

Price: 4/5
Prices was 18$ for the whole brunch tax and tips included. Very fair."
Fable,"We went in for Sunday brunch, and it was incredible. We decided to sit at the bar and see what they could do behind the kitchen. Very friendly chefs, and the food can't be described in words. Go, eat, and enjoy fully."
Fable,"We had a last-minute reservation at Fable on our recent trip to Vancouver. The evening began nicely enough as we were seated, were greeted by our waiter, and placed our orders. It quickly deteriorated when the young woman bringing our bread knocked an entire glass of water into my lap. It was a cold snowy night and being drenched in icewater while dining was not in my plan. We had not ordered an appetizer, but after the water was wiped up from the floor, our table, and to some degree, my clothing, it was only moments until my salmon arrived. It was beautifully plated and I looked forward to enjoying it once my husband's meal was delivered. Unfortunately, my plate sat in front of me for 35 full minutes before his dinner arrived. In that time, a manager appeared and apologized for the situation. He explained that the tri-tip steak my husband had ordered was a new item and it had not shown up to be prepared. Our waiter did bring over an appetizer so that my husband, who is diabetic and needed to eat, would have something.  By the time his entrée arrived, mine was cold, but we made the best of it. The manager, Andy, came over to tell my husband that he would ""take care of it,"" by which we assumed he meant he would take my husband's dinner off the bill.  The food was absolutely delicious, perfectly prepared, and magnificently showcased.  We ordered a lemon meringue parfait to share for dessert and it was delicious -- Lemon curd and lemon ice cream topped with a swirl of Italian meringue.  Absolutely melted on the tongue. After our tea/coffee, we asked for the check. Our waiter brought it and the total was $0.00.  We asked for Andy and told him that we were not comfortable with this. We appreciated his offer to cover my husband's entrée, but did not feel that this was necessary.  Andy insisted that ""too many things went wrong"" to expect us to pay for the meal. We argued for a while, but finally accepted his very gracious gesture.  This is a charming, small, farm to table restaurant that deserves its outstanding and growing reputation.  We would have written a good review even had they not comped our meal!  :-)"
Fable,"Have only been here for brunch, but very tasty.. not huge portions my mother whispered to me ' i wish i got 4 strips of bacon' to which I replied 'then goto denny's'

the manager and Trevor are very nice and friendly, humble great to see from a 'celebrity chef' ..

I love the parmesan foam on the scrambled eggs!! so good.

Will definately be back to try more on the menu."
Fable,"This restaurant holds a special place in my heart.  Delicious, home-made meals made from local ingredients, a casual but upscale atmosphere...you can't go wrong for any meal of the day!  For more info and pictures, please see my food blog."
Fable,The food here is so delicious I salivate just thinking about it. Try the tuna nicoise - a taster's heaven. The chickpea fritters were amazing as was the canned tuna.
Fable,The word is out on this place. good food. good service.  now I need to make reservations :) ... or sometimes if you show up right at 5:30pm when they open you can get in as they don't book out 100% of the seats with reservations. they leave some open for walk ins which is nice.
Fable,"This place is awesome. I had the Deep Fried Duck as an appetizer. I wasn't sure what I was going to get because it was described as ""Kentucky Fried Duck"". It was ""finger licking good"" and cooked to perfection. Basically it is deep fried duck wings and necks bathed in a sweet tangy sauce with pickled onions on top. The duck was crispy and the only thing bad I can say about it was that there was too much. I was sort of full when I finished. I guess theoretically I could have stopped...what can I say the devil made me eat it all. My main course was steak frites. If you are expecting traditional steak frites think again. The potatoes, mushrooms and brocolini were cooked to perfection and covered with the steak slices. As good as the appetizer. I normally don't eat dessert but the ""devil"" whispered in my ear and I ended up eating the maple cake. It was excellent but here I had to give up halfway through because I couldn't any more. I told the chef that my experience in his restaurant beat out many of the big name places i have been to eg B&B restaurant (Batali) in Vegas, Paula Dean in Savanah, Gordon Ramsey in London....my daughter says he did not believe me.....Chef....I am not bullshitting you....you have an amazing restaurant"
Fable,I had heard nothing but great things about this placed for a few months now and thought I'd try it out for my birthday dinner this weekend. It did not disappoint! We shared the cornbread which was very tasty then I had the roasted chicken. Perfectly cooked nice and moist with tons of flavour and the risotto was cooked perfectly. My sister and I shared the cheesecake which was again delicious. Would 100% recommend  :)
Fable,"I have to say, figure out a line-up system!!! It's unfortunate because you end up turning away good patrons. Though your food is good, the service can often severely be lacking."
Fable,"One of the all-around best restaurants in Kitsilano, Fable has served as an awesome treat for my girlfriend and I for over 2 years now. We don't go often, but whenever we do we're always blown away. The quality food and drink, comforting atmosphere and knowledgable staff make this place one of my favorites for a relaxing evening out on the town."
Fable,"I'm on the fence about this one. My mom took me here on my birthday and the place was bustling but it only took us a minute to get a table. We ordered a bunch of stuff to share and it was all incredible, i especially enjoy the duck.. But the bad news is that I ordered their special Oyster and it gave me food poisoning so I spent the night of my birthday hurling into the kitchen sink because i couldn't even make it to the bathroom. Even after that nightmare... i'd give it another go. And i'd stay away from the seafood."
Fable,"Fantastic place, and amazing service.  Went on a wed night and the place was packed.  When is full, the noise level does go up.   Went with 6 friends and we could barely hear the other end of the table.  (only reason i'm rating this as 4 and not 5 stars)  The meat balls pasta and the canned tuna were simply awesome.  We ended up ordering 2 more orders of this just to share cause they were so good.  Had the halibut as the main, and it was also very good.  Lemon pot de cream for desert, light and refreshing.

Can't wait to go back and try the rest of the menu."
Fable,Simply the best food and the best service in Vancouver.  The chickpea fritters are not to be missed!
Fable,Couldn't put a finger on anything. Specials were great and the service was fantastic.
Fable,"Yum! This place is fantastic. So much variety here, there's something for everybody. My friend has a number of allergies and food intolerances, and they were able to accommodate her no problem. It's definitely on the pricey side, but the quality of the food justifies it, and the service is great to boot."
Fable,"We returned to Fable after a year away and loved it still!  I want to give it five stars because all but one of our dishes were beautiful and tasty, all components wonderfully cooked and balanced, worth the time and effort that clearly were put into their planning and execution.  This is a warm restaurant, the staff is thrilled with the dishes, knowledgeable about the wine and striving to make your experience a special one.  

We had the cheddar cornbread and chipotle butter -  very nice start!  Our first course was shared and seasonal - pulled pork fritters with a bit of spring onion and what seemed like dill tartar sauce.  We enjoyed these very much.  The main dish was goose two ways with cranberry jelly and vegetables, and the squash gnocchi with pulled pork.  The goose was nicely done and a good dish (the sliced goose on top was a little too chewy to be perfect), but the gnocchi were fantastic! This dish had a sage pesto sauce phenomenally fragrant and rich, some vegetables and apple gastrique.  It was so aromatic I literally gave the dinner five stars for this dish and the dessert alone.  Without this dish, as good as the experience was it would have been 3 1/2 to 4 stars.  Dessert was a deconstructed marscapone cheesecake with chai caramel sauce, apple butter and brittle.  WOW.  This was the perfect meal for a memorable evening.  Well worth it! 

Our wine selection was also highly recommended a nice medium bodied spanish Rioja with no bite, went well with everything and opened up as the evening went on.  Love Fable, the atmosphere, the lighting, the collaborative atmosphere between chefs, wine/bar and service.  Terrific!"
Fable,"We really enjoyed our meal here, great atmosphere and nice eclectic menu. One of the favorites of this place was supposed to be the canned tuna, sadly that was the only thing my wife and I didnt like, but our other friend loved it. We had a great heirloom tomato salad and chickpea fritters. My wife had the Spaghetti and Meatballs for dinner, which was great. I had the pork special which was perfect and came with kale. Our friend had the Gnocchi which was probaly the best of all and which you can add pork belly too, that would be my first suggestion. Ended the night with Marscapone Cheescake, which was fantastic. This restaurant, the chefs and the staff would fit very well into the LA restaurant scene."
Fable,My husband and I went there for brunch. I had the breakfast biscuit and he had the steak and eggs. ( both were amazing) We sat at the counter ( with all the action) and I have to say that it was one of the best and unique brunch experiences I've ever had!
Fable,"Impressive service - warm, friendly, efficient!   Ordered chickpea fritters that were absolutely delicious...so much flavour and served warm. P Gnocchi -delicious!!  Not too heavy and packed with flavour and texture with nuts, pesto, peas....fantastic!   Will definitely try brunch at Fable next.  And did I mention the service was outstanding?!"
Fable,Terrific gourmet experience. All dishes were complex and delicious creations. The staff was delightful giving a warm welcome and friendly service. Can't wait to return.
Fable,"I had their prix fixe menu, which is only available by advanced request.  The food was incredible as was the value.    For only $48-person, we got 6 courses (plus a little extra).  The food here is some of the best that can be found in Vancouver.  I highly recommend Fable!"
Fable,Great food. Very friendly staff and very nice and cozy environment. The price is not that expensive but it would be for a special occasion for sure.
Fable,By far our absolute favorite place to dine in town. Perfect in every way (except for their tea brand)
Fable,"I was a big fan of Fuel and Refuel, but I'm happy to say that Fable delights as well. The menu is unpretentious (3 main lunch options rather than 14 pages): simple and sophisticated. Our server was dynamite (girl with the curly blonde hair). We've been there twice and will head back soon."
Fable,"Cannot speak highly enough about the amazing food at Fable.  We shared the chick pea fritters and the duck meatball - both were phenomenal, really!  My husband had the potato-crusted chicken (how did they DO that???) and I had the lightest gnocchi this side of a Cena in Portland - I'm surprised it didn't float - with sweet peas and pea shoots.  The flavour was perfection, I can't imagine how it could be improved upon.  And for heaven sake, don't skip the ""sweet bite"" dessert!  We got it to go and I misunderstood the server, thinking it was either a macaron or a pavlova or a marshmallow.  There were 2 of each - the bargain of the century for $10!  Staff were friendly and professional, food was absolutely stellar.  Can't WAIT to go back!"
Fable,"Let me start by saying that I love Fable's style. I walked in and was very impressed with the brick walls and dim lights. They pull off the dim lighting very well, without making it overly romantic or stuffy so it's a good place to go for most occasions. I did feel as though my usual loud, joking antics were out of place there and subdued myself slightly. The food was fantastic. The chicken was mind blowing - best I've ever had. It was also gone in three bites, and that isn't a testament to how great it tasted, it's a testament to the fact that I got a minuscule portion for way more than I thought  was a fair price. As a relatively small guy, I rarely run into portions that I find are too small, and have never met them at small restaurants on 4th that live in the same neighbourhood as The Noodle Box and Scoop. I was wearing a t shirt and shorts, so I was pretty sure I hadn't stumbled into a five star restaurant with a two month long waiting list and taken Bruce Waynes reservation by mistake, so why were the portions so tiny and the bill so pricey? I'm no foody by any means, so the ""best chicken I've ever had"" isn't worth the preposterous price for me. I'll stick to the ""damn good chicken"" I can get elsewhere in larger portions at lower prices. The service did make up for the experience, as they noticed my displeasure and compensated for it adequately. I can definitely see Fable as being right up someone's alley, but not my alley. The decor and ambience are impressive and the cooking is great, but I think they should reevaluate their prices and portion sizes and be truer to their location."
Fable,"Really delicious food and a great, comfortable well-designed atmosphere. One star off for the limited non-alcoholic beverage selection and the gruesome chicken bone that was in my otherwise delicious pulled chicken sandwich. But don't let that stop you - this place is great."
Fable,Best piece of duck EVER!  Unbelievebly tender!  There were a couple of glitches during the meal but they were prompty addresses and corrected.  I will definitely go back...and I'll have the duck again...and again....and again......
Fable,I love the food here.  The service is always great.  Thanks again Fable
Fable,"Came here for brunch and it was really delish! It was cool meeting Trevor and Curtis in person. I have no complaints about the food, except that portion size could be slightly bigger =P"
Jam Cafe on Beatty,"part 2 of the staycation with the mother. was hoping that the lineup for jam wouldn't be AS long since it's the pandemic and all...and well there was still a line! mom and i waited abt 30min for a table but it wasn't too bad of a wait - i've heard that the waits were longer before covid.

jam did not reduce the number of tables inside the restaurant but there were plexiglass boards btwn the tables so you are safe. hand sanitizer ofc and one-time menus were provided. i was a little lost with the choices but luckily, there's yelp! 

mom and i ordered coffee and tea to start for drinks - service was great here as they kept coming back thruout our time at the restaurant to check if we needed more coffee/hot water. mom def had her cup refilled several times. i did get hot water added to my teapot once :) our serve also asked if we needed condiments (ketchup, hot sauce etc.) when we ordered so that was given to us before our food arrived.

mom had the blackstone benny - the poached egg rolled off of one of the bennies and the server asked (sweetly!) whether we wanted to send it back so the egg can be fixed. my mom and i thought it was fine but it was very nice of them to do so. mom loved the bacon! she also was devouring the hashbrown again - she loves her potatoes lol 

i ordered the charlie bowl - good thing i came hungry because the portion is def enough for 2ppl. i was able to eat it all but by the end of the bowl, i was stuffed. all the flavours in the bowl turned into the mouthful of yums - the biscuit, the bacon, the ham, the hashbrown and the gravy. the sunny side egg with the runny yolk adds another layer of goodness. 

mom and i each had a bit of each other's dish and again, no complaints there. even with the busy hub bub of the restaurant, no one rushed us to leave - they nicely gave us the bill when they saw that we were both done and ofc, we knew that it was their subtle msg for us to wrap it up but it wasn't like they were constantly onto us abt it. 

i can ttly see why there's a line for this place!"
Jam Cafe on Beatty,"The absolute best brunch in Vancouver!! And I do not say this lightly!! Since covid-19 happened, every weekend all I can think about is a nice passion fruit mimosa and Charlie bowl at Jam. I spent years trying all the hyped Vancouver brunch spots, and let me tell you - this is it!!!"
Jam Cafe on Beatty,Love the atmosphere and the servers energy. Everyones always so friendly. If you've ever been to jam cafe you would know theres always a line up (even with covid lol) but it is always worth it! Recommendations- charlie bowl and the sugar cured bacon. -chefs kiss-
Jam Cafe on Beatty,"One word. Showstopping. This cutie little spot on Beatty street is filled with lovely people and cool decor. I myself ordered the chicken French toast honestly for 18 dollars that was AWESOME!!!! Jalapeño sour cream, pickled cabbage and a sweet bbq sauce. My tastebuds have never been so HAPPY. Steph ordered fried chicken benny which also slapped. Honestly when you guys go pls order fried chicken.So juicy and boneless the best combo. It a busy and no reservations so... good luck.
Im out yelpers.
-Emma"
Jam Cafe on Beatty,"I'm so glad I finally got a chance to try this popular brunch place out! My friend and I arrived on Sunday around 11 am and there was a line still, but nowhere as long as I've seen it before in the past.

You get in line, and eventually someone who works for the restaurant will come down the line and take your name and party size. We were seated after a 30 minute wait, which isn't too bad. They said it was faster for parties of 2, and I noticed they skipped larger parties of 3-4 people a couple times in front of me to seat parties of 2.

They don't seat you unless your whole party is there.

The inside of the restaurant is smaller, which means that tables are not spaced six feet apart. However, they have clear plastic screens between all tables which are wiped down after each party, so I felt perfectly safe dining here.

I love a good fried chicken biscuit with gravy, so as soon as I saw The Gravy Coops ($19) on the menu, I knew exactly what I was getting. No hesitation! I was pretty excited, as it's an uncommon brunch dish to find in these parts.

It's definitely a heavier dish. I was pretty hungry when I got here and was only able to finish about half. The biscuits are the biggest I've ever seen in my life, and they don't skimp on the chicken either. Between the biscuit, fried chicken, eggs, and sausage gravy, each bite was incredibly satisfying.

I wasn't as impressed with the hash browns, which were a little too buttery for my taste and not crispy enough.

My vegetarian friend got the smashed avocado benedict and enjoyed his dish as well."
Jam Cafe on Beatty,"When I first saw the food photos of Jam Café I wasn't that surprised. It didn't look that good? HOWEVER...the food tastes 300x better than it looks. I hope someone else out there has experienced this dissonance, sometimes I lie awake in bed thinking about it.

I got the smoked salmon benny and everything was cooked to perfection. The hashbrowns were fragrant and salty (I hate when hashbrowns aren't salted enough).  and the texture of the benny was so nice. Thinkin bout that english muffin to this day...

I can't wait to try more dishes from this place, I'm sure it will be delish. The long wait to get in is not so delish though...."
Jam Cafe on Beatty,"Overhyped brunch location - though a good spot to stop by if you catch a time when they're line is not too long! I personally would not wait over 15 minutes in line just to eat here, but you often find this establishment PACKED. The food is good at its price point, but I wouldn't say that it stands out far amongst comparable restaurants.

[Items Tried]

The Later Tater Bowl (5/5) - $18
Taste: An amazing bowl that mixes various textures of soft and tender pulled pork,  crispy tater tots, melted cheese, egg, and onion. I think what makes this taste so good is the crunchy, yet soft textures the blend so well together - top this off with their in-house hot sauce and voila! Perfection. Only thing that may have been nice was if the eggs were a tad runnier.
Portion Size: Good for two to share.

Chicken French Toast (3/5) - $18
Taste: This dish was just OK - a tad on the drier side for the chicken and I wish the french toast was more fluffy, definitely too dense for my liking. The pickled cabbage was a nice touch, the sauces were just ok.
Portion Size: Good size for two people to share - chicken to toast ratio was good; however, the toast was really dense and as a result hard to finish.

[Value for Money]
Jam Café prices their dishes fairly; I think the biggest consideration here is whether you want to wait 20 min. upwards to grab brunch in downtown or not!"
Jam Cafe on Beatty,"Great service & yummy eats!
Arriving at 11 on a Wednesday we got a table for 2 no problem. The service was great, they were all very attentive and lovely.
I ordered the smoked salmon eggs Benedict on special which was delicious and my cousin got the veggie bowl which he enjoyed too.
My coffee was topped up frequently and not one but 2 servers quality checked on us.
I can see why this place is so popular!!
By the time we left around 12:15 there was a long line already and they don't take reservations so I recommend coming early. But it'd be worth the wait in my opinion if you cannot go early ;)"
Jam Cafe on Beatty,"We had a lovely brunch here. The line was short and calm on a beautiful Sunday morning. We were seated almost by the window - with plexiglass dividers. The roasted tomato on the black stone Benny was perfect with the most absolutely flavourful and well-executed hollandaise. The banana walnut pancakes were too big to finish. The menu is currently condensed, but the offerings were just enough. Service was quick and super friendly."
Jam Cafe on Beatty,"We stopped by here for our first breakfast in Vancouver and we absolutely loved it! We waited about 8 minutes in the 40 degree weather, and coming from Hawaii where the normal temperature is like 77, you could bet your horses that I was freeeeeezing my butt off in that line. But it was all worth it once we stepped into the warm, cozy restaurant. They even had a blanket on the chair to warm us up! 

Service was fine - the girl helping us outside in the queue was super nice and gave us her recommendations. Our server seemed a little nervous but he did a nice job taking our order and constantly refilling our waters too. 

My boyfriend got the Charlie Bowl and it was so good, and SO filling. It's a mishmash of all the best breakfast foods into one bowl! Biscuit, hash browns, ham, bacon, cheese, corn, and an egg! 

I got the Chicken & Waffles, which was also very good! The waffles were a little on the dry side with not much flavor, so I ended up leaving the last 1/4, but the chicken and gravy were delicious! The chicken was super crispy on the outside and crazy juicy and tender on the inside, and seasoned perfectly. 

The portions here are MUCH bigger than I thought it would be. If i'm ever back in Vancouver, I'll definitely make it a point to stop here again - this time I'm getting the Cinnamon Bun Pancakes because literally everyone around us was getting it and it looked so. freakin. good."
Jam Cafe on Beatty,"Brunch on steroids. There's no other way to describe my experience here all the way from the 1hr line up to the crash I experienced after gobbling down those cinnamon bun pancakes. It was a whirlwind of an experience and I'm a bit miffed to say that there's a growing hunger in my belly right at this moment as I think back to those times.

I tried to try as many options as I could. The portion sizes are nuts, which is good because I had quite an appetite to nurture after the wait. One of the nice things to note is that they're pretty good at accommodating dietary restrictions. The Gravy Coop was phenomenal, but many of their savoury options stem from a variation of a single dish. There is plenty of fried chicken to be eaten. However, there are other dishes that are quite different. It's nice to see that they have SO SO SO many options. One thing that I won't leave up to choice is the pancakes - specifically the cinnamon bun pancakes. GET THEM! I'm a savoury girl, so my jonesing for these pancakes is quite alarming..

Bottomless coffee is a perk so grab a cup and their other drinks are pretty cute. Service is quick which makes sense considering the line up. They are fast, efficient, and super kind. Thank you, Jam, for an unforgettable experience!"
Jam Cafe on Beatty,"There is usually a line outside of this restaurant for a reason.. the food, drinks and service are worth the wait. I ordered the Gravy Coop with fried chicken and bottomless coffee: the perfect comfort food combo for a lazy Sunday brunch. The prices are pretty standard for Vancouver brunch, the location is cozy and great spot to bring friends. Am a huge brunch guy and I Will be back! Highly recommend the Gravy Coop and fried chicken Benny"
Jam Cafe on Beatty,"Over priced, long wait times for terrible service only to be rushed out so they can set up the next table. Stop giving this place so much hype when you have to wait over half hour for food only to get 15 minutes to eat before you get rushed out."
Jam Cafe on Beatty,"If you're making a trip to Vancouver, put Jam on your itinerary. So sad I didn't have enough time to eat the entire menu but delicious enough to make me come back twice to try out other menu items. Like all the places I've been to, the staff is fantastic and friendly.

The food is delicious. The coconut banana waffle special was so yummy and crunchy. Both flavors balanced each other out and didn't overpower one another. The biscuit and gravy was also tasty. The pancake was fluffy and just right. The maple syrup is better in Canada. I thought it might be too sweet or bland so I would have to overload it but I was wrong. The flavor was tasty and not so sticky and thick. Ooo, I want to come back for more.

The second trip included corned beef and three piglets. We had no idea the three piglets was a corndog wrapped in a pancake. It says it in the menu but I thought they were deep fried small breakfast sausages like back home. It was a wonderful surprise. With the maple syrup, the taste and texture was just right. The corned beef had so much to it like hash browns and veggies.

Jam knows how to do breakfast right. I was lucky I stayed two blocks away but get there early. There's already a line forming by 8. But so worth it :p"
Jam Cafe on Beatty,"I've read so many reviews about this place and it was definitely worth the hype and the line! I came here on a Friday and it was packed, but I was seated promptly after a 20 minute wait. The staff is very friendly, greeting you before you enter. I waited before it opened and they were outside 5 minutes beforehand greeting people and asking for party size.

The first time I got the biscuits and gravy option with fried chicken, Monty pancake, and banana coconut waffle off the special menu. All of it was so good! The chicken wasn't dry, perfectly crispy and moist. The biscuit was flaky and amazing. Our server noticed how much we were offering and suggested that we only get 1 pancaKe because it's huge, very glad that's an option. I have to say that the sweeter breakfast choices were not too sweet!

The 2nd time I came here, we got the corned beef hash and the three pig that look like corn dogs but it's better. It's a wrapped in pancake batter and the sausage is a breakfast one not a hot dog one. More savory this time, but still amazing. They do breakfast so well here! I can't wait to come back."
Jam Cafe on Beatty,"I walked by today & was happy to see that there was no lineup down the street for once! Without hesitation and any preconceived ideas, I walked in to (FINALLY!) try this place (cause I don't do long wait line-ups for food)

It was noon, but I felt like ""breakfast"" - settled on some The Fully Monty Pancakes & sugar-cured bacon. The bacon is definitely worth trying - thicker than what I was expecting & not too sweet. The maple butter that comes with the pancakes is ah-mazing & the pancakes were huge & fluffy! There was enough for leftovers to take home (wished that I could've had the remaining maple butter too!)

I also ordered a The Herald Omelette to go for my guy, as I felt guilty coming here without him. It looks delicious!"
Jam Cafe on Beatty,"It's been years since I came here for brunch; I honestly only remembered Jam Cafe as THAT place that always had seemingly never ending line ups. Anyways, my friend was back in town and she was craving. So what did we do? Get up at the crack of dawn and trek to downtown of course! We both arrived at around 7:40am (real early for me on a weekend) and we were third in line. 

We were welcomed by very cheerful staff who seated us right away at 8am. The space was a bit tight though; we were almost glued to another table.

My friend got the Cinnamon Bun pancakes and I got the Chicken French Toast (and bottomless coffee cuz I needed it). Oh my, the food was enormous. There was a mountain of bread and chicken the size of my face! Even the pancakes were essentially the size of plates - very generous portions I must say. 
The chicken French toast was different from how I imagined. The food was sort of drowned in syrup, creating a pool around the toast. It was topped off with pickled cabbage which added a nice acidity to the sweetness. It was good, but I think personally, I would have liked something with more conventional flavours. 
The pancakes, on the other hand, were memorably delicious - fluffy, flavourful and huge. The flavours were sort of reminiscent to cinnamon bun pop tarts but in a much fluffier format.

It was a definitely fun time trying to beat the line, and the food was delicious, but I definitely wouldn't do this all the time. I am curious to try their other options though - so maybe some other time..."
Jam Cafe on Beatty,"I got here around 2PM on a Saturday and waited about 30 minutes for a party of two. There was no waitlist so you have to line up outside of the restaurant. Make sure you're dress appropriately for the weather because it is a long wait. The inside was a bit small and cramped, but nicely decorated. 

My boyfriend and I shared The Charlie and chicken fried toast. I love breakfast and was looking forward to trying this place. However, the food was just mediocre. The first few bites were good, but then it just felt underwhelming. I did enjoy the Jam iced coffee though and service was good overall."
Jam Cafe on Beatty,"Came in to have brunch while visiting Vancouver. Service was friendly and the dining atmosphere was relaxed and casual. I loved the dining room decor, it was a bit kitschy, but I really liked it. 

Overall the food was very good. To drink, I ordered a London Fog, which was a little sweeter than I expected, but still tasty. Then I  tried a bite of their cinnamon bun pancakes. They were light and fluffy, but not overly sweet, which I liked. As for my main brunch item, I ordered The Later Tater Bowl (with over medium eggs instead of sunny side up). The dish was flavorful, but a little too aggressively seasoned. By the time I got to the bottom of the bowl the sauce was too overpowering and salty. 

If you ever decide to come on a weekend for brunch like we did, then get ready to wait a while. Although portion sizes were generous, I did find their prices to be a bit overpriced."
Jam Cafe on Beatty,"Get here early or be prepared to wait! They open at 8am and I arrived a little after that and it was already packed and when I was leaving there was a line outside.

Pros:
-Super friendly staff and very attentive!
-Tasty food, large portions.

Cons:
-Nothing really that bad... best of luck getting a seat!"
Jam Cafe on Beatty,"Jam Cafe is one of those restaurants that has been on my bucket list for years, though have always been turned off by the gargantuan line that extends from their front door and goes down around the block into Gastown. However, I was eventually convinced by some colleagues that it would make a great brunch joint to hit up. After an hour or so of waiting, we were seated and boy, it was hard to choose just one item from the menu. At the recommendation of a colleague, I ordered the Charlie Bowl (17.00). It consisted of crispy biscuits and hash browns at the bottom topped with some cubed ham, bacon, delicious fried egg, melted gooey cheese, and their oh so amazing meaty sausage gravy. Once you puncture the egg yolk, the yolk and the sausage gravy will make each bite of the crispy biscuits and hash browns below godly. The bowl didn't look too big but holy this thing is SO HEAVY! 

Worth the wait? Mm.. maybe 20-30 minutes, but wouldn't wait an hour again. Quality was pretty good, but the price is pretty up there for breakfast. Service was very attentive though!"
Jam Cafe on Beatty,"Possibly one of the best brunch meals I've ever had but with the cost of waiting 2 hours in line outside! The restaurant does provide umbrellas if it's raining.  If you have a smaller group you may luck out and be able to skip some groups in line. 

I ordered the Later Tater Bowl and lavender lemonade. The drink was sooo good! It had a strong lavender taste which I love. The bowl had lots of complex flavours but they mixed really well together. The portions here are quite large FYI. All of my friends loved their meal! I don't think there's anything you can go wrong with here."
Jam Cafe on Beatty,"I ordered the Apple Cinnamon French Toast. It was the best french toast I have ever had.

I did not need the maple syrup on the table, the dish was perfect on its own. It was covered in sauce and fresh apples that were absolutely delicious! The bread was nicely thick as french toast should be.

On top of the french toast was a gooseberry (I believe it was a gooseberry). In the pictures, that is the little leaf. I had it at the end. I had never had one before and it was sour but very, very tasty and good!

I also ordered an Almond Milk Latte that was delicious. I usually drink soy milk, but almond milk is okay, too, and this almond milk was very good. I thoroughly enjoyed my latte.

I would go back in a heartbeat. I wish I were closer! I know I will be visiting this restaurant again and again and again...

Accessibility: We went to the Vancouver Beatty St location. It was not accessible. The front door had a step up. The restaurant was crowded, tight, and very busy. We did go on a Sunday morning, which likely contributed to this. From what I know, it is generally always busy with a line queuing on the street. The noise level was loud, but I could still hear everyone at the table. It could be an issue for some people. The lighting should not be an issue. The washrooms are large though I do not know about grab bars. The chairs do NOT have arms. All tables are low tables. On the walls are booth bench seating and the front windows are booths. The windows can make that seating colder."
Jam Cafe on Beatty,"Their portions are huge!!!! Definitely split a meal if you have a small stomach. Every time I've gone here I wasn't able to finish 2/3 of my dish. Which is disappointing because usually they don't store well. 

I've had their french toast with chicken. It came to about $18. It wasn't regular eggy french toast with maple syrup and powdered sugar. It had a savoury syrup on the bottom of the plate. I think it was the same sauce for the chicken as well. The piece of chicken was pretty good. The appeal of this place is the huge plate sizes they serve, basically. 

Also, I would recommend staying away from getting fruit as a side because the fruits don't go together. I had grapes, watermelon, strawberries, and grapefruit in mine."
Jam Cafe on Beatty,"To all the brunch peeps out there: Jam Cafe is the place to be! 
My boyfriend and I did a weekend getaway in Vancouver. Found this spot on Yelp (4.5 stars with 900+ reviews what!) so we had to check it out. 

As we approached the restaurant, there was already a line outside. We waited around 30 minutes. The restaurant itself is pretty small. We were seated at the bar. 

What we ordered:
Charlie Bowl - YUM! I was worried it was going to be salty but it was delicious. Don't be fooled by the pics you see, the portion is huge. Super filling for 2 people. 
Fried Chicken Jam Benny - Fried chicken was nicely crispy and not dry at all, and the eggs were cooked perfectly. Came with hash browns too, which were also great. 
We were so full by the end and even better, it's definitely a bang for your buck! 

Service was superb. Our server was so considerate and attentive as we dined, making sure she knew any allergies and whatever else we needed beforehand. 

5/5 for this whole experience! This place really does live up to its hype."
