Restaurant,description
Jam Cafe on Beatty,their portion are huge definitely split meal you small stomach every time i ve gone wasn t able finish my dish which disappointing because usually they not store well i ve had their french toast with chicken came about wasn t regular eggy french toast with maple syrup and powdered sugar had savoury syrup bottom plate think sauce chicken well piece chicken pretty good appeal place huge plate size they serve basically also would recommend staying away from getting fruit side because fruit not go together had grape watermelon strawberry and grapefruit in
Jam Cafe on Beatty,brunch peep out there jam cafe place my boyfriend and weekend getaway in vancouver found spot yelp star with review what we had check out we approached restaurant there already line outside we waited around minute restaurant pretty small we seated bar what we ordered charlie bowl yum worried going salty but delicious not fooled by pic you see portion huge super filling people fried chicken jam benny fried chicken nicely crispy and not dry and egg cooked perfectly came with hash brown too which also great we full by end and even better it s definitely bang your buck service superb our server considerate and attentive we dined making sure knew allergy and whatever else we needed beforehand whole experience place really live up it hype
Jam Cafe on Beatty,before even talk about food commend service server are top thing it s rare see popular brunch spot run efficiently right check split am impressed food solid but not worth waiting hour jam iced coffee which essentially viet iced coffee would recommend adding shot espresso because sweeter side split fried chicken benny with my bf and then shared raspberry lemon pancake with table pancake serving massive and unless you re carbivore would massive feat tackle by yourself
Jam Cafe on Beatty,last stop during my vancity girl s trip and boy jam cafe deliver we went per recommendation isabelle yelp vancouver cm little apprehensive because line long we literally waited about hour outside get in insane however i m glad we stuck out starter service great very nice people but that s just canada eh had tough time figuring out what order from corned beef skillet banana pancake everything sounded good but ended up going with classic egg benny ha benny delicious hollandaise amazing and egg cooked perfectly dare say perfect dish around pair got creamsicle mimosa and yes it s fantastic sound think it s probably my most favorite mimosa i ve ever had even come with cream foam top stay true creamsicle good hand not even think twice about going just go even it s two hour wait go
Jam Cafe on Beatty,coming highly rated jam cade no let we slid in hour before close pm and able snag readily available table our server diana pleasant and adorable now nitty gritty raspberry lemon pancake oh those heavenly pillowy tangy culinary miracle lemon curd and raspberry coulis made decadent pancake bright and delicious bite after bite proud demolish half huge hot cake starving no better way break fast my mom enjoyed jam frittata ok maybe helped her lol but food perfection will admit cocktail left bit more desired mimosa and grapefruit gimme just meh ordered double gimme and still could not find gin good thing love grapefruit lol
Jam Cafe on Beatty,love pork belly and coffee with little bit milk and suger good place brunch and chatting with friend will come back restaurant
Jam Cafe on Beatty,knew had come because huge line first time came by and rave review yelp we arrived about min after opening and had about people in front u took about get in which isn t bad since line length quadrupled shortly after we arrived inside packed with little space table which understandable we ordered cold brew and dirty drunk chai which recommend you re looking little pick up with your coffee cold brew pretty standard but not too sweet which great food wise there many good option took choose we decided later tater bowl with chipotle chicken and pulled pork pancake later tater bowl amazing comfort food and portion huge tater tot chicken cheese egg salsa and corn great combo and could not even finish surprising my girlfriend s pulled pork pancake great well and big even half portion sweet and savory not even need syrup they provided understand hype even more now and it s definite must go anyone visiting needing hearty breakfast
Jam Cafe on Beatty,nom nom we had wonderful breakfast one rainy morning my generous sister in law took our hotel car service go wait in line u and we showed up minute later with kid and got seated shortly after had very delicious biscuit with scrambled egg my son s mac and cheese looked very creamy and my husband liked his bloody mary decor quaint and cute bathroom are clean and food delicious it s within walking distance gastown you need walk off calorie afterwards
Jam Cafe on Beatty,we had arrived am weekday and shocked see long line luckily we barely made end first seating but number people stuck waiting outside after eating couple bite could see place popular breakfast delicious and also very filling gravy coop buttermilk biscuit topped with fried chicken pork belly two sunny egg green onion sausage mushroom gravy served with hash brown picked fried chicken with sausage gravy and delightful more gravy accompany large biscuit would been nice herald street omelette with two filling served with hash brown and toast menu list good selection filling choose from omelette cooked well and decent size it price
Jam Cafe on Beatty,gave jam cafe second chance had vegetarian benny with tater tot time much much better than frittata boyfriend had veggie bowl alright but benny by far star our meal great coffee and mimosa overall would return benny and definitely substitute hashbrown tatertots you are fan cripsy potato
Jam Cafe on Beatty,fate would my fianc and stayed street from jam cafe in our airbnb like we could literally roll out bed and stand in line within minute our first morning there line way too long comfort we waited til next day still minute wait which wouldn t again but i m glad tried place once little too ambitious with ordering food which typical got later tater bowl which had fried tater tot pulled pork corn salsa green onion cheddar cheese sausage gravy chimichurri and two sunny side egg holy crap also got side fried pork belly and bloody mary definitely could not finish everything and saved rest later not remember what my fianc got but liked my food pork belly and bloody mary best part oh and toast and jam quick meal cafe crowded and felt like we being rushed but line insane worth you few hour spare
Jam Cafe on Beatty,we came tuesday around noon wow line already built outside cafe we waited around min get seated we tried london fog which earl grey tea with milk it s alright but next time will try something else chicken and waffle always my favorite dish saw they chicken with french toast love their bbq sauce and pickled veggie side but personally prefer waffle better they crispy texture egg benedict with smashed avocado very good combination but aware you are not fan goat cheese make sure you mention when you ordered charlie bowl quite popular see many people posting picture but it s not my favorite it s too heavy u
Jam Cafe on Beatty,their line waaaay out door we opted carryout instead after reading review we saw how much hit their fried chicken we got later tater tot and subbed in fried chicken instead pulled pork delicious and wish we could ve had fresh in restaurant definitely worth visit you re in vancouver
Jam Cafe on Beatty,got lucky and there no wait we tried going day before but line hr seems theme in vancouver with good brunch spot we ordered couple dish portion are huge recommend sharing plate which we should ve done biscuit fried chicken skip mushroom gravy not taste good sausage gravy rest dish great fried chicken really nice crunch and well cooked later tater bowl w chicken pretty good dish i m not huge fan tator tot could not imagine having whole dish but took couple bite and pretty good service pretty good and top thing there wasnt huge line entire time we inside cant speak what it s like when they those crazy busy time
Jam Cafe on Beatty,they not take reservation unless you re ready in line like am get ready wait hour we had party and waited hour min table and by time we got our door almost hour in it s tiny tiny inside that s wait bad food chorizo benedict they not actually menu anymore lol but subbed bacon chorizo instead and also added avocado i m not really biggest benedict fan but after seeing them serve benny neighbor wanted one real bad benny sooo delicious come with hash brown which thought just okay sausage dipped in pancake batter really rich come with good share with table think whole dish myself would too much br l e d grapefruit soo interesting think you should def try one sugar scorched top grape fruit like regular cr me br l e strawberry banana french toast good but average toast really thick and filling dish come with ton food service like said place busyyy expect long wait food after you order ambiance brunchy casual tiny cramped only good small group i d back
Jam Cafe on Beatty,think we waited in line breakfast solid hour and only monday can t imagine what it s like weekend regardless worth our waitress great our food and drink came out in no time and best tasting food i ve had in long time my classic egg benedict die egg cooked perfectly hollandaise rich and creamy yet somehow still light english muffin fluffy and tasted like homemade and ate home fry without and ketchup because they not must canada thing and not even mind because they great texture and flavor decided splurge and get banana walnut pancake side well and i m happy might felt like going barf after stuffing my face much but well worth pancake fluffy and moist banana cooked and caramelized perfectly simply delicious know everyone else table got benedict s said they amazing too we also had alcoholic drink which really hit spot after waiting hr had bailey iced coffee and dirty chia strong and super tasty my boyfriend had bloody mary bloody caesar they call and said great you ever are in vancouver and opportunity go joint highly recommend you suck up and wait in line you will not disappointed
Jam Cafe on Beatty,first brunch and overall restaurant visiting vancouver came around and there still line wait time about min definitely recommend server very friendly and had great conversation will definitely return i m ever in area
Jam Cafe on Beatty,wow great caesar mary just right amount spice breakfast just ok not care hash brown super busy place with antique attraction wall you better get early since line go block limited seating nice people and great customer service menu many option and they ask about allergy before you order fun place with ok food
Jam Cafe on Beatty,whenever ask anyone which brunch and breakfast place they d recommend it s always jam cafe and it s not just recommendation but you can tell from consistent lineup everyday place something special took long time try jam cafe out because usually not want wait in line long time but finally got chance try and understand what hype about waiting in line wasn t long when went weekday waited about minute soon we got inside and received our food compensated entirely time we spent waiting it s ridiculously good best brunch and breakfast i ve had in long time dish are pricey but they re huge you definitely get what you pay server attentive too because you kind in such busy cafe overall loved experience and definitely would come back
Jam Cafe on Beatty,good thing come those wait certainly true vancouver s jam cafe where line form before they open weekend wait can stretch long two hour popular local restaurant with knowledge in hand we planned our well timed visit monday morning around am and escaped with only minute wait they ve certainly squeezed many table they could inside their dining room which are decorated with various country knick knack their vast seasonal menu span breakfast and lunch nothing fancy just good old fashioned comfort food my husband s harrison salmon scramble heaping pile egg scrambled with onion cream cheese topped with few slice smoked salmon came hearty multigrain toast usually salmon dish tend skimp fish but one certainly not usd scramble generously portioned served with side mixed green with chickpea in vinaigrette my teenage daughter sulked when told her only order single double chocolate pancake instead triple stack although hate pas up good deal could not even eat entire chocolate laden pancake leaving her plate which eagerly ate turn out mother know best after much deliberation finally decided dutch baby with apple and cinnamon arrived in hot cast iron skillet beautifully puffy ring with fruit in middle liked not too sweet and not send into sugar coma though double chocolate pancake managed trick even though food homespun charm jam cafe take extra care in presentation with each dish photo ready service friendly and efficient too we emerged belly happy and full you re willing wait jam cafe s definitely place generous portion food made with love
Jam Cafe on Beatty,i ve now been jam cafe multiple occasion and recommend people love breakfast food their egg benny are amazing always perfectly cooked with delicious hollandaise sauce sometimes wish accompaniment benny bit better they tend look small by themselves plate because they re only served with hash brown i ve had charlie bowl multiple occasion and highly recommend sharing splitting with one two people what learned worked fantastically get one charlie bowl and one full order cinnamon pancake split three people personally like subbing gravy mushroom gravy give my artery bit relief their fried chicken yummy their waffle are yummy they poach mean egg in health not your biggest priority you should give place try
Jam Cafe on Beatty,best brunch place ever always avoided maple syrup because one in america are just too sweet and yucky but real maple syrup sooo much better they even had home made jalape o sauce awesome fried chicken and egg english muffin delicious perfect combination my friend ordered three pig and sauce really good not exactly what there wait get into restaurant most time but think totally worth waiting
Jam Cafe on Beatty,place pretty popular with local thought might full tourist like u but nope everyone seemed live in area that s mighty power eavesdropping right there anyway we stood in line about hour and by we mean my wife and daughter took my daughter asian grocery store around way about min by wife tell come back now good because starving we quickly order up brioche french toast blueberry lemon triple stack pancake huevos rancheros and mac and cheese because french toast made with brioche just made much better but when it s topped with caramlized cinnamon apple you really can t much better well maybe little whipped cream might cut sweetness little pancake really good they many different topping choose from my daughter went with blueberry lemon devoured maybe not pancake but most hey come she s huevos rancheros ok but living most my early life in san diego you get spoiled with mexican food great visit we left happy and our stomach full deliciousness definitely restaurant worth long wait
Jam Cafe on Beatty,two visit far we waited one hour in cold most recent visit but time oh my word brunch been incredible style serving their dish commendable feel like always walk into place and can see appreciation culinary perfection they make their jam which mouthwatering delicious during my visit far i ve tried chicken and french toast macaroni and cheese and later tater bowl with chipotle chicken macaroni and cheese side little heavy but good definitely not kraft macaroni and cheese although still enjoy but anyone want comparison french toast day memorable perfect blend maple and bbq sauce and having sweet and savory balance never thought i d eat fried chicken with toast breakfast but wow it s worthwhile later tater bowl smoky flavor and with avocado added even more epic really enjoy eating tater tot dish reasonable choice someone cannot bear eat tater tot many them wouldn t recommend dish because very tater ful definitely recommend place hand best brunch i ve had in vancouver
Jam Cafe on Beatty,favourite pancake must side mac and cheese only way not line up hour go weekday
Jam Cafe on Beatty,maybe we just ordered wrong thing but extremely underwhelmed by food space charming rustic and staff nice and friendly but food found disappointing such popular brunch place had charlie bowl which biscuit and shredded potato difficult distinguish two and ham and bacon bacon pretty good there just little there honestly not seem much else bowl tasted bland ate maybe portion huge took rest home because not want waste food but i m going make thing eat with co it s not something i d want just dig in with spoon my friend got later tater bowl which better had crispiest tater tot i d ever had but pulled pork just sweet without much depth we also shared dutch baby special day strawberry shortcake which they neglected tell u not regular one are just okay i d never had one before and wouldn t get again dense and soggy can imagine coming back and trying thing maybe french toast but it s real effort avoid long line we came minute before they opened sunday and got last available seat during first round seating especially after today s experience it s not something would wait hour
Jam Cafe on Beatty,omfg place life up hype am still dreaming cinnamon swirl pancake and talking about them these best pancake ever eaten and make gourmet pancake weekly my son told our server are better hahaha but wrong these are amazing flavor profile over top delicious with layer sweet goodness could again would skip savory meal and order different layer pancake cinnamon swirl not flavor would chosen would chosen red velvet blueberry lemon even chocolate chocolate chip but now cannot imagine pancake tasting better than these worth wait and wish we would eaten earlier our trip we could try pancake flavor note table next u looked like they ordered savory pancake with pulled pork and pickled onion top
Jam Cafe on Beatty,best breatfast ever worth waiting minute table
Jam Cafe on Beatty,not enough word describe place but sum up amazingggg place must go you are in vancouver we arrived around am friday and place packed already we waited about minute but am not complaining totally worth please note you bigger party wait might little longer our waitress really nice had asked her what s in jam iced coffee responded it s really good you should get sold lol told her wanted not care not answer my question lolol you can tell loved working there that s always good sign portion big we went breakfast but ended up being brunch u we ordered their version bloody mary and delicious i m actually not fan bloody mary s but place killed we ended up ordering two recommend trying everything but list what we ordered and my personal recommendation charlie bowl loved you get later tator bowl classic tin cup milkshake chocolate get jam iced coffee great ice coffee old town breakfast blassic jam bacon con caesar sooooo good bourbonator bacon caesar get him too fry side i ll back
Jam Cafe on Beatty,okay like others heard many great thing about restaurant and how there are long lineup get in well finally got chance go first time and nothing special been better place in vancouver serve great breakfast and brunch food had their smoked salmon benny and okay shredded hash brown tasted like potato not clean prior shredding and had no flavour one positive thing with benny hollandaise sauce also ordered their famous cinnamon bun pancake and dry only thing helped adding more syrup give more moisture too much hype and not worth lining up
Jam Cafe on Beatty,been hunt my favourite brunch place and last think found with jam cafe apart from ridiculous hour long wait time get in good indication pure genius their menu place actually good kid kid menu perfect great variety and portion size they had booster seat and really helpful when you re party with toddler best chicken and waffle i ve had ever fried chicken well seasoned and crispy without being greasy waffle and fluffy and melt in your mouth and gravy icing cake great variety brunch menu we overwhelmed with choice and in my view that s always good problem highly recommend chicken and waffle cinnamon bun pancake and fried chicken egg benedict taste upon taste upon taste generous size portion and very reasonable price most average around per plate will making my go place brunch going forward
Jam Cafe on Beatty,biscuit basic and they only gave enough gravy half gravy decent but had no edge something make standout from other s had scrape in egg yolk there kind flavoring nd half biscuit bacon ok hash brown pretty good hollandaise sauce benedict just ok my over easy egg cooked perfectly though service great with girl even walking outside offering umbrella people waiting in rain
Jam Cafe on Beatty,finally got check out one most popular brunch place in vancouver my boyfriend and arrived brunch place minute after opened up like around am and there already small line out door stood in line maybe minute and by then line crazy long upon getting seated we told our waiter we had leave soon because we needed catch our flight and waiter accommodating they ensured food would come out faster and even when we ended up taking food go wrapped in nice box u and included utensil when we not ask service amazing now onto food pancake delish add maple syrup since canadian maple syrup best pancake really fluffy charlie bowl essentially reminds type breakfast mixed together into bowl since contains biscuit meat egg etc quite delicious but and my boyfriend could not finish either these plate and we shared portion are huge we had lot take home but made nice dinner
Jam Cafe on Beatty,mean it s good food unique and trendy but not worth waiting greater than minute there long as lineup and wait it s actually going hour more and by time you get in you risk being very hangry beware alright now said my hubby and went my birthday and got festive mimosa drink s and lavender creative and tasty ordered pork belly benny and wasn t awed by but wanted try their signature dish since you normally see bacon and salmon served most restaurant i d rather go cafe yen better yet botanist solid egg benedict hubby got prime meal make visit worthwhile later tater bowl despite being ravenous when we seated they least pretty speedy in kitchen and we went our way carrying home leftover
Jam Cafe on Beatty,when you see place open am and already person lineup you know it s overhyped and yes jam overhyped will not revolutionize your life not enough worth absurd lineup form you arrive time after opening but it s damn solid menu can tell you much i ve often avoided brunch because menu tend look bunch variation egg benny sandwich one three variation each skillet pancake and maybe waffle jam still fall into high carb north american cuisine but most dish are very least twist usual incorporating thing like southern biscuit naan tater tot and deep fried sausage tried tater bowl and personally found good overall tater crunchy and plentiful and cheese nice touch though bit sparse pulled pork fine but say i ve had more flavourful pulled pork several place very plain and portion are absolutely bonkers realistically tater bowl charlie bowl could handily feed two people you re not blown away you ll stuck with lot just okay leftover also tried dutch baby excited because it s similar traditional dish in my family something we call bismarck large crispy cr pe pancake filled with buttery sweet unfortunately dutch baby definitely not crisp it s puffy and fairly soggy and really just okay i m torn how rate jam want give star creative menu but want give star food being just fine and hype and wait being very off putting think i ll stick with now because ended up feeling like i d waited lot okay good food and felt like would preferred pay le half portion size rather than get much something wasn t super impressive but want go back because maybe menu item will click with better that s draw creative menu guess
Jam Cafe on Beatty,gravy coop chicken sausa decent biscuit gravy chicken meal chicken pretty dry but breading done well and tasty gravy more creamy with le meaty taste than like brioche french toast w carmelized apple delicious gobbled right up bread soft and soaked with just right amount syrup coupled with slight tangy sweetness from carmelized apple would come again just alone pamplemousse mimosa very mediocre wasn t t very strong and bitterness from grapefruit skin overrode sweet grapefruit juice hoping
Jam Cafe on Beatty,what s your brunch plan christas day jamcafeyvr always good place you not mind spending hour wait in line went jam cafe rainy weekday brunch and lucky enough there only half hour line up been couple time but my first time order their chicken waffle and three pig chicken waffle good personally liked more than their chicken toast three pig pretty special too it s liked pancake wrapped around sausage
Jam Cafe on Beatty,definitely one my top restaurant in vancouver and one worth hype yes you wait in insanely long line just get seated but food make up and more price are reasonable and portion are massive come hungry veggie bowl guy i m still fantasising about veggie bowl yes literally just massive bowl carbs but care hash brown could little crispier and there could more vegetable my health but overall delectable dish egg corn salsa biscuit and hash brown added complexity flavour and texture bowl will get again lonely piggy not try because not like sausage but everyone else said pretty good just little heavy side because kind oily corned beef hash skillet my brother had and wasn t really biggest fan but said alright chicken n waffle my parent shared and they said pretty decent chicken not too dry and nicely fried and waffle alright well we could not finish everything because portion are literally gigantic but you massive appetite like only one finished everything come and get veggie bowl because it s probably best thing menu will back
Jam Cafe on Beatty,my favourite spot brunch in city my go later tater bowl pork belly egg benedict and always with jam iced coffee probably visited half dozen time and always am happy with service food and atmosphere only downside you get there past am there good chance you will waiting in long line get there early wait till just before they close highly recommend checking place out delicious brunch option
Jam Cafe on Beatty,jam cafe one most popular brunch and foodie spot vancouver touristy spot expect long line they open am line probably begin am line am out door least hour long ordered go not wait inside pretty small and tight seating pretty limited maybe max party food not take long ready after called le then minute limited street parking main street always packed jam you might park way around corner paid meter old town breakfast great basic breakfast plate egg cooked perfectly light and fluffy bacon thick and salty good crisp hash brown crispy fried chicken benedict perfectly poached egg chicken nicely fried liked little seasoning egg corn nice texture change hollandaise creamy and rich come with hash brown and fruit red velvet pancake popular but thought just ok large pancake thick but more dense then fluffy strong cocoa flavor cream cheese sauce sweet gave red velvet cupcake feel
Jam Cafe on Beatty,came back jam after long and it still really great especially charlie bowl biggest bang your buck grab friend share we also tried seasonal smoked salmon waffle thing they had solid but nothing mind blowing would say there wait personally would not bother but right time and occasion jam cafe great place hit up
Jam Cafe on Beatty,with hype been constantly going around about jam cafe we decided build up courage and try out friday morning we got there around am and waited bit over hour cold and drizzling but we knew we had endure we felt lucky because we weren t even last people in line menu very extensive and think that s what caught my eye because there many option and had heard portion are huge am not very picky eater hard decide what eat knew should try something different and popular my mom had feature early grey french toast i m not usually fan but delicious had tater tot bowl and not disappointed and knew would good anyways because not love tater tot my only small complaint would price side egg said even though wanted one that s insane and love food but not think could wait long in line unless they implemented testing could walk around downtown and know when should come back
Jam Cafe on Beatty,made plan come moment read about my fiance and got up we could walk km get by am we got am and there already line we maybe th group in line once they opened we seated immediately wasn t quite filled up but by am more people started trickling in till there line wait by am menu pretty extensive i m normally sweet breakfast person opposed savory but decided go with charlie bowl after seeing many good review fiance got chicken and waffle tempted get side pancake but ultimately decided save room food later our food came out in average amount time charlie bowl huge not even get through half crumbled up biscuit more like chunk biscuit hash brown gravy sort salsa ham cheese and two over easy egg very very tasty biscuit fluffy although wish biscuit little more flavorful and wish there more gravy liked jalepeno hot sauce and ended up using lot fiance loved his chicken and waffle but only got through little more than half waffle good texture slight crunch them yum saw people get french toast and chicken which even bigger wish would gone sweet route but there always next time take planning get you ll huge wait you not show up when they open like they blanket hanging seat closest door constantly being open time there plenty street parking well not know would make special trip back and deal with line
Jam Cafe on Beatty,awesome breakfast dish great price we wanted breakfast and awoke in hyatt see typical expensive and small breakfast buffet we travelled into vancouver looking alternative but found many denny s like breakfast spot luckily highly rated jam cafe winner had chicken french toast piled high with thick bread and tasty chicken never had pickled cabbage french toast before and maple bourbon bbq glaze honey sauce not overly sweet great overall taste we enjoyed our meal awesome food great price service also very good great recommendation and given coffee road only downside restaurant fairly small you may short wait outside before table available
Jam Cafe on Beatty,there quite line when arrived even after am having said moved quickly and not wait more than about minute though hear can lot worse weekend in case lucked into two top next various nice folk with chatted periodically my friendly server helped settled smoked salmon benedict with addition avocado tasty dish not best i ve ever had but very good and avo definitely lends more substance it s not huge portion smoked salmon and egg helped tie everything together when first sat everyone around had sort benedict and can see having said when table my left turned and french toast arrived looked awfully delicious in think nice brunch spot with relaxed vibe though whether it s worth long wait in line not sure i d certainly come back wait time weren t longer than today
Jam Cafe on Beatty,we went place thursday brunch line wasn t bad but still long we waited about minute but according review line could even longer we got b e l t c h fried chicken benedict side corn bread and jammer mimosa everything delicious only thing wished my hashbrowns crispier but should asked them i m ever in area again and time wait i d go back try more item off menu
Jam Cafe on Beatty,long line are always expected when going jam cafe beatty st hubby and go whenever we re suffering from jet lag allows u wake up really early line up before they open we get table first seating our technique worked and we also able get street parking near cafe double score time around we ordered following half smoked salmon benny herald street omelette and side banana walnut pancake hubby loved my half smoked salmon benny serving size just enough and loved hollandaise well made and potato hash great accompaniment hubby enjoyed his omelette but star our meal banana walnut pancake caramelised banana with walnut plus maple syrup wonderful treat end our meal always pleasant experience jam cafe and look forward coming back again soon
Jam Cafe on Beatty,massively overrated and overpriced food ok but i m not sure people want wait minute bland food and terrible service lot better cheaper option
Jam Cafe on Beatty,never disappoints number one place large portion and delicious fried chicken with waffle triple stacked pancake charlie bowl many delicious option
Jam Cafe on Beatty,cool and amazing spot nice and pretty popular interior great and ambiance classy and casual food they served good and delicious and perfect brunch it s pretty pricy too but very worth drink good too and tasty and presentation excellent service good and accommodating and staff very friendly and nice customer jam cafe beatty truly amazing
Jam Cafe on Beatty,love our last full day in vancouver and we decided come jam cafe after looking mouth watering photo yelp you can tell they re poppin because their line out door and we waited about minute before we able get table and also because we only people v larger group their menu extensive their option are endless they much stuff wall look and their worker are just friendliest not remember exactly what got but you can see photo and honestly just give place chance because it s worth wait their price are justified because their portion are absolute huge almost point where you may want share your plate instead getting your but still get your because you like option and can t tied just one thing
Jam Cafe on Beatty,decent food great service and vibe london fog latte really loved very light and not too sweet cinnamon cream cheese pancake loved super sweet but delicious we ordered single stack another reviewer recommended since topping only top pancake anyway would def order again tater bowl average tater tot nice and crisp egg overdone and not runny pork subtly sweet and taste great however altogether wasn t super impressed with bowl i d skip next time fried chicken egg benedict decent chicken breading not taste like much but overall fish okay i d skip next time
Jam Cafe on Beatty,it s been over year and half since wrote my review jam and since then i ve still loved coming take my friend from out town wait in line just can their candied bacon garnished caesar and amazingly delicious food coma worthy charlie bowl not care you think line stupid you think over rated just love jam freaking much few note since my last review they now opened up new location in kitsilano their candied bacon still best bacon in city their egg benedict chicken and french toast and pancake are also winner in my book they lunch feature are great well i d recommend mac n cheese grilled cheese king chicken sandwich buffalo blue sandwich you re looking something lighter then big jam salad bomb com service always spectacular shout out wonderful server get people in and out quickly with never making u feel rushed think am officially in relationship with brunch hot spot they my heart forever
Jam Cafe on Beatty,habit taking my coworkers yelp adventure during our business trip sometimes not work out when you bos not want wait in line instance and time like jam you get extra brownie point taking crew delicious meal we strolled up jam around weekday hoping get in and out just before our am meeting street there small line forming and worried we wouldn t make but people not want sit bar we lucked out with great seat food amazing and love thing brunch had baked oatmeal which best freakin oatmeal i ve ever had and probably ever will more like moist banana bread consistency my bos had banana pancake and could not stop talking about them trip hail jam
Jam Cafe on Beatty,love chicken french toast which took arrive but then again place packed fried chicken crispy and tender french toast fluffy soft they made good pair portion quite big go hungry you will hangry anyway there always line outside saw someone ordered charlie bowl and looked really yummy would want try another time only line not long even weekday before usual lunch hour there line waiting you need lot patience you want dine
Jam Cafe on Beatty,thing blew away jam coffee london fog caesar asked extra pickled asparagus drool triple stack pancake with maple butter heavenly thing bleh chicken and french toast hour wait sat cinnamon pancake too sweet
Jam Cafe on Beatty,wow just wow waited in line almost hour sunday restaurant and worth right when my roommate and got table waitress friendly and quickly took our drink order their take bloody mary and mimosa ordered bloody mary because knew came with bacon and starving by point ahhhhmazing drink came with huggeeee piece maple bacon cooked perfectly and drink had best flavor everrrrr because touch added clam juice meal got farmer s skillet and shared cinnamon swirl pancake with my friend freakin good i m allergic gluten but tried pancake and am happy because they most moist and flavorful i ve ever had overall place well worth wait would happily once week there one near
Jam Cafe on Beatty,waited hour brunch jam cafe weekend interior rustic and cute we ordered chicken french toast and buffalo fried chicken egg benny chicken french toast very unique chicken fried well and maple bourbon bbq glaze interesting my boyfriend wasn t fan buffalo sauce and goat cheese egg benny food good but not sure it s really worth hour wait lineup outside street nice try you ve never been but it s hard go there regular due long wait time full review and pic my blog http sincerelyloewe com jam cafe
Jam Cafe on Beatty,been long time coming one reason i ve been putting off because refuse wait in long line and line been consistently long day went there no line and i d like add my experience great end review will try answer question would worth wait food very rare rate well food quality but loved got hot chocolate french toast which french toast special had gone in craving waffle and fried chicken opted add side buttermilk fried chicken breast my girlfriend got chicken and waffle but bit commentary let s just say my french toast huge portion and exactly kind thing love i m not huge sweet but love s more and definitely fulfilled craving fried chicken breast also awesome quite moist and tasty breading my girlfriend also quite picky loved her chicken and waffle also mentioned how happy with moistness chicken but felt desiring more crunchiness wasn t totally sold waffle either her word wasn t way preferred them but still very good she s red seal chef would say she s hyper aware her taste but also recognizes when something made well even not her taste service pain little bit not give perfect service score such great experience there good number staff working but still seemed like they bit slow approach our table and take order wasn t particularly busy either everything else perfect and by book cleanliness spot and bathroom pretty cool had s style white type decor with decorative bread pan took leak felt could close my eye and relieve my bladder aroma freshly baked bread cool mirror too atmosphere pretty much everything you would want in brunch place decor wood table with booth seating gal and chair guy bar looked cool well might want check bar seating out day overall grappled with idea bumping up star review but there are two reason not before get into those reason would like briefly mention i ve stated previously not like round up point review because not want give impression something scored by my experience however had considered making exception jam because really close and only narrowly missed because service nevertheless are two reason first considered one benefit yelp tell business owner area they can improve and want them notice review reason secondly even though not like rounding up star review tendency round up from my four separate category it s good experience then my rating already stacked in their favour lastly will answer would worth wait there s couple way i m going answer question first i ll start with favourable answer best brunch place i ve been in vancouver in sense worth wait more pragmatic view however even though brunch pretty big deal in vancouver believe most good brunch place unreasonably long wait simply put not think there are enough brunch place in sense not worth wait very good however not think more than min wait time reasonable
Jam Cafe on Beatty,first we skeptical about coming despite hype just because we hate lining up anything especially outside when it s raining however we finally decided jump gun and our surprise our minute wait outside went by sort fast i d suggest coming with really good company your conversation can shorten wait time hahaha host restaurant also offered people in line up with umbrella borrow pouring we thought nice gesture random note we also saw kj apa nearby area maybe his brunch spot choice food we got side tater tot and one cinnamon bun pancake share well chicken n waffle and smoked salmon benny although lot food we able finish everything because soooo good tater tot are very crispy outside and soft inside they perfect size u snack we waited our main dish wasn t fond hashbrown came with benny but that s because just prefer cut potato more in general but still tasted good their house hollaindaise sauce one best one i ve tried light yet creamy chicken x waffle you get enjoy juicy tender piece waffle made with soft inviting batter i m sure you d eat up cinnamon bun pancake are also die size big plate one enough u you get sweet goodness taste cinnamon bun with light airy and fluffy pancake dough lastly jam cafe also best hot sauce made out jalapeno spicy food fanatic well moreso flo made u very happy when you go not forget try out service really friendly service food came really fast and they refilled our water constantly without u asking despite busyness our waitress still paid really good attention u making sure everything tasting okay overall we would go back again but go earlier in day hear wait time faster in morning compared early afternoon we went pm definitely worth wait
Jam Cafe on Beatty,three word later tater bowl ridiculously good tater tot egg pulled pork it s spicy and filling and portion size really generous know line outside intimidating but you come second seating after they open like hour after they open
Jam Cafe on Beatty,firstly expect wait you group lucky enough skip line since one person and spot bar open ordered half salmon jam benny chicken french toast and side biscuit and gravy salmon jam benny one best egg benedict i ve ever had everything else not great in my opinion should gotten more traditional french toast and biscuit and gravy good but similar others i ve had had ice coffee perfect but might sweet
Jam Cafe on Beatty,waited about hour seated but well worth wait had fried chicken egg benedict and delicious perfect crunch chicken mixed with great tasting hollandaise sauce perfect strongly recommend breakfast spot
Jam Cafe on Beatty,line up ridiculous but food spectacular service really great well
